"426","heterogeneous networks","True"
"426","heterogeneous network","False"
"426","heterogeneous network environments","False"
"426","heterogeneous network (hetnet)","False"
"","","Overall"
"","",""
"2168","genetic screening","True"
"2168","genetic risk","False"
"2168","genetic association studies","False"
"2168","genetic susceptibility","False"
"","","Overall"
"","",""
"651","backpropagation algorithm","True"
"651","backpropagation","False"
"651","back-propagation","False"
"651","back propagation algorithm","False"
"651","backpropagation algorithms","False"
"651","back propagation","False"
"","","Overall"
"","",""
"2089","graphical user interfaces","True"
"2089","graphical user interface","False"
"2089","gui","False"
"2089","graphical user interfaces (gui)","False"
"","","Overall"
"","",""
"2174","chromosomes, human, 6-12 and x","True"
"2174","chromosomes, human, 4-5","False"
"2174","chromosomes, human, 1-3","False"
"2174","chromosomes, human, 13-15","False"
"2174","chromosomes, human, 16-18","False"
"2174","chromosomes, human, 21-22 and y","False"
"2174","chromosomes, human, 19-20","False"
"","","Overall"
"","",""
"416","spectrum sharing","True"
"416","spectrum holes","False"
"416","spectrum bands","False"
"416","spectrum usage","False"
"416","spectrum allocation","False"
"416","spectrum utilization","False"
"416","spectrum management","False"
"","","Overall"
"","",""
"1098","program debugging","True"
"1098","software debugging","False"
"1098","testing and debugging","False"
"1098","debugging","False"
"","","Overall"
"","",""
"2203","computational efficiency","True"
"2203","computation efficiency","False"
"2203","computational time","False"
"2203","computational costs","False"
"2203","computation time","False"
"","","Overall"
"","",""
"645","neural networks","True"
"645","artificial neural networks","False"
"645","artificial neural network","False"
"645","neural network model","False"
"645","back-propagation neural networks","False"
"645","neural network","False"
"645","back-propagation neural network","False"
"645","back propagation neural networks","False"
"","","Overall"
"","",""
"1760","multi-core processor","True"
"1760","multi-core processors","False"
"1760","multicore processors","False"
"1760","multicore processor","False"
"","","Overall"
"","",""
"557","internet of things","True"
"557","iot","False"
"557","internet of thing (iot)","False"
"557","internet of things (iot)","False"
"","","Overall"
"","",""
"1273","proxy signature","True"
"1273","proxy signature scheme","False"
"1273","proxy signatures","False"
"1273","proxy signer","False"
"","","Overall"
"","",""
"635","agile methods","True"
"635","agile","False"
"635","extreme programming","False"
"635","agile development","False"
"","","Overall"
"","",""
"704","optimization problems","True"
"704","optimization method","False"
"704","optimization algorithms","False"
"704","optimization techniques","False"
"704","optimization methods","False"
"","","Overall"
"","",""
"1488","mobile robots","True"
"1488","mobile robot","False"
"1488","mobile robotic","False"
"1488","mobile robotics","False"
"","","Overall"
"","",""
"1334","bpel","True"
"1334","ws-bpel","False"
"1334","business process execution language","False"
"","","Overall"
"","",""
"1423","facial images","True"
"1423","facial features","False"
"1423","facial feature","False"
"1423","facial feature points","False"
"","","Overall"
"","",""
"1464","retrieval performance","True"
"1464","retrieval systems","False"
"1464","retrieval models","False"
"1464","retrieval process","False"
"1464","retrieval methods","False"
"1464","retrieval accuracy","False"
"","","Overall"
"","",""
"868","data mining techniques","True"
"868","data mining technology","False"
"868","data mining methods","False"
"868","mining algorithms","False"
"868","data mining algorithm","False"
"868","data mining applications","False"
"","","Overall"
"","",""
"1933","authentication protocols","True"
"1933","authentication scheme","False"
"1933","authentication systems","False"
"1933","authentication methods","False"
"1933","authentication mechanisms","False"
"1933","authentication protocol","False"
"1933","user authentication","False"
"","","Overall"
"","",""
"1174","architecture evaluation","True"
"1174","software architecture evaluation","False"
"1174","software architecture assessment","False"
"1174","architecture assessment","False"
"","","Overall"
"","",""
"326","robotic manipulators","True"
"326","manipulator","False"
"326","manipulators","False"
"326","robotic manipulator","False"
"","","Overall"
"","",""
"2170","chromosome translocation","True"
"2170","chromosome translocation 11","False"
"2170","chromosome translocation 4","False"
"2170","chromosome translocation 19","False"
"2170","chromosome translocation 14","False"
"","","Overall"
"","",""
"1197","ebusiness","True"
"1197","electronic business","False"
"1197","e-business","False"
"","","Overall"
"","",""
"1414","clustering methods","True"
"1414","clustering method","False"
"1414","clustering results","False"
"1414","clustering problems","False"
"1414","clustering analysis","False"
"1414","clustering techniques","False"
"1414","clustering process","False"
"1414","clustering approach","False"
"","","Overall"
"","",""
"2137","eigenvalues","True"
"2137","eigenvalue","False"
"2137","eigen-value","False"
"2137","eigen values","False"
"","","Overall"
"","",""
"712","differential evolution","True"
"712","differential evolution (de)","False"
"712","differential evolution algorithm","False"
"712","differential evolution algorithms","False"
"","","Overall"
"","",""
"2182","chromosome analysis","True"
"2182","chromosome breakage","False"
"2182","chromosome rearrangement","False"
"2182","chromosome banding","False"
"","","Overall"
"","",""
"886","xml data","True"
"886","xml databases","False"
"886","xml documents","False"
"886","xml database","False"
"","","Overall"
"","",""
"1658","visualization tools","True"
"1658","visualization techniques","False"
"1658","interactive visualizations","False"
"1658","interactive visualization","False"
"1658","visualization system","False"
"1658","visualization technique","False"
"1658","visualization method","False"
"","","Overall"
"","",""
"1305","web content","True"
"1305","web page","False"
"1305","web pages","False"
"1305","web-page","False"
"1305","web users","False"
"1305","web contents","False"
"","","Overall"
"","",""
"558","medium access control","True"
"558","medium access control(mac)","False"
"558","medium access control (mac)","False"
"558","medium access control protocols","False"
"","","Overall"
"","",""
"1118","system on chips","True"
"1118","system on chip","False"
"1118","systems on chips","False"
"1118","systems-on-chip","False"
"1118","system-on-chip","False"
"1118","system-on-chip (soc)","False"
"","","Overall"
"","",""
"848","case base","True"
"848","case based","False"
"848","case retrieval","False"
"848","case based reasoning systems","False"
"","","Overall"
"","",""
